RNQA,CORPODAGUA,PERIODO,PARAMETRO,N_VALIDO,MEDIA,MEDIANA,DESVIO_PADRAO,MINIMO,MAXIMO
MA-7182-I-2,RIO PERITORO,7.0,ALCALINIDADE,2,22.5,22.5,10.606601717798213,15.0,30.0
MA-7182-I-2,RIO PERITORO,8.0,ALCALINIDADE,2,11.12,11.12,15.386643558619273,0.24,22.0
MA-7182-I-2,RIO PERITORO,9.0,ALCALINIDADE,2,45.0,45.0,32.526911934581186,22.0,68.0
MA-7182-I-2,RIO PERITORO,10.0,ALCALINIDADE,2,30.0,30.0,8.48528137423857,24.0,36.0
MA-7182-I-3,RIO PERITORO,5.0,ALCALINIDADE,1,10.0,10.0,,10.0,10.0
MA-7182-I-3,RIO PERITORO,6.0,ALCALINIDADE,2,12.0,12.0,5.656854249492381,8.0,16.0
MA-7182-I-3,RIO PERITORO,7.0,ALCALINIDADE,2,20.0,20.0,0.0,20.0,20.0
MA-7182-I-3,RIO PERITORO,8.0,ALCALINIDADE,2,13.1,13.1,18.243354954612926,0.2,26.0
MA-7182-I-3,RIO PERITORO,9.0,ALCALINIDADE,2,36.0,36.0,25.45584412271571,18.0,54.0
MA-7182-I-3,RIO PERITORO,10.0,ALCALINIDADE,2,45.0,45.0,1.4142135623730951,44.0,46.0
MA-7183-I-3,RIO ITAPECURU,6.0,ALCALINIDADE,2,10.0,10.0,0.0,10.0,10.0
MA-7183-I-3,RIO ITAPECURU,7.0,ALCALINIDADE,2,22.5,22.5,3.5355339059327378,20.0,25.0
MA-7183-I-3,RIO ITAPECURU,8.0,ALCALINIDADE,2,14.1,14.1,19.65756851698602,0.2,28.0
MA-7183-I-3,RIO ITAPECURU,9.0,ALCALINIDADE,2,33.0,33.0,7.0710678118654755,28.0,38.0
MA-7183-I-3,RIO ITAPECURU,10.0,ALCALINIDADE,2,46.0,46.0,5.656854249492381,42.0,50.0
MA-7183-I-4,RIO ITAPECURU,5.0,ALCALINIDADE,2,8.0,8.0,2.8284271247461903,6.0,10.0
MA-7183-I-4,RIO ITAPECURU,6.0,ALCALINIDADE,2,12.0,12.0,0.0,12.0,12.0
MA-7183-I-4,RIO ITAPECURU,7.0,ALCALINIDADE,2,22.0,22.0,0.0,22.0,22.0
MA-7183-I-4,RIO ITAPECURU,8.0,ALCALINIDADE,2,19.08,19.08,26.756920600098958,0.16,38.0
MA-7183-I-4,RIO ITAPECURU,9.0,ALCALINIDADE,2,33.0,33.0,4.242640687119285,30.0,36.0
MA-7183-I-4,RIO ITAPECURU,10.0,ALCALINIDADE,2,47.0,47.0,9.899494936611665,40.0,54.0
MA-7184-I-1,RIO CODOZINHO,7.0,ALCALINIDADE,2,27.0,27.0,15.556349186104045,16.0,38.0
MA-7184-I-1,RIO CODOZINHO,8.0,ALCALINIDADE,2,22.11,22.11,30.957134880347052,0.22,44.0
MA-7184-I-1,RIO CODOZINHO,9.0,ALCALINIDADE,1,58.0,58.0,,58.0,58.0
MA-7184-I-1,RIO CODOZINHO,10.0,ALCALINIDADE,1,64.0,64.0,,64.0,64.0
MA-7185-I-1,RIACHO PERITORO,6.0,ALCALINIDADE,2,25.0,25.0,1.4142135623730951,24.0,26.0
MA-7185-I-1,RIACHO PERITORO,7.0,ALCALINIDADE,2,19.0,19.0,1.4142135623730951,18.0,20.0
MA-7185-I-1,RIACHO PERITORO,8.0,ALCALINIDADE,2,19.1,19.1,26.728636328851497,0.2,38.0
MA-7185-I-1,RIACHO PERITORO,9.0,ALCALINIDADE,2,59.0,59.0,32.526911934581186,36.0,82.0
MA-7185-I-1,RIACHO PERITORO,10.0,ALCALINIDADE,2,51.0,51.0,1.4142135623730951,50.0,52.0
MA-7185-I-10,RIO ITAPECURU,6.0,ALCALINIDADE,2,8.0,8.0,0.0,8.0,8.0
MA-7185-I-10,RIO ITAPECURU,7.0,ALCALINIDADE,2,18.5,18.5,9.192388155425117,12.0,25.0
MA-7185-I-10,RIO ITAPECURU,8.0,ALCALINIDADE,2,17.07,17.07,23.9426356109765,0.14,34.0
MA-7185-I-10,RIO ITAPECURU,9.0,ALCALINIDADE,2,28.0,28.0,11.313708498984761,20.0,36.0
MA-7185-I-10,RIO ITAPECURU,10.0,ALCALINIDADE,2,44.0,44.0,22.627416997969522,28.0,60.0
MA-7185-I-11,RIO ITAPECURU,5.0,ALCALINIDADE,2,6.0,6.0,0.0,6.0,6.0
MA-7185-I-11,RIO ITAPECURU,6.0,ALCALINIDADE,2,10.0,10.0,0.0,10.0,10.0
MA-7185-I-11,RIO ITAPECURU,7.0,ALCALINIDADE,2,22.5,22.5,0.7071067811865476,22.0,23.0
MA-7185-I-11,RIO ITAPECURU,8.0,ALCALINIDADE,2,17.055,17.055,23.963848814412096,0.11,34.0
MA-7185-I-11,RIO ITAPECURU,9.0,ALCALINIDADE,2,26.0,26.0,11.313708498984761,18.0,34.0
MA-7185-I-11,RIO ITAPECURU,10.0,ALCALINIDADE,2,29.0,29.0,4.242640687119285,26.0,32.0
MA-7185-I-12,RIO ITAPECURU,5.0,ALCALINIDADE,2,11.0,11.0,1.4142135623730951,10.0,12.0
MA-7185-I-12,RIO ITAPECURU,6.0,ALCALINIDADE,2,22.0,22.0,2.8284271247461903,20.0,24.0
MA-7185-I-12,RIO ITAPECURU,7.0,ALCALINIDADE,2,23.0,23.0,4.242640687119285,20.0,26.0
MA-7185-I-12,RIO ITAPECURU,8.0,ALCALINIDADE,2,18.09,18.09,25.328564902102134,0.18,36.0
MA-7185-I-12,RIO ITAPECURU,9.0,ALCALINIDADE,2,27.0,27.0,7.0710678118654755,22.0,32.0
MA-7185-I-12,RIO ITAPECURU,10.0,ALCALINIDADE,2,21.0,21.0,1.4142135623730951,20.0,22.0
MA-7185-I-3,RIO TAPUIO,5.0,ALCALINIDADE,2,17.0,17.0,4.242640687119285,14.0,20.0
MA-7185-I-3,RIO TAPUIO,6.0,ALCALINIDADE,2,13.0,13.0,4.242640687119285,10.0,16.0
MA-7185-I-3,RIO TAPUIO,7.0,ALCALINIDADE,1,10.0,10.0,,10.0,10.0
MA-7185-I-3,RIO TAPUIO,8.0,ALCALINIDADE,1,64.0,64.0,,64.0,64.0
MA-7185-I-3,RIO TAPUIO,9.0,ALCALINIDADE,2,60.0,60.0,25.45584412271571,42.0,78.0
MA-7185-I-3,RIO TAPUIO,10.0,ALCALINIDADE,2,98.0,98.0,5.656854249492381,94.0,102.0
MA-7185-I-5,RIO PIRAPEMAS,5.0,ALCALINIDADE,2,10.0,10.0,2.8284271247461903,8.0,12.0
MA-7185-I-5,RIO PIRAPEMAS,6.0,ALCALINIDADE,2,12.0,12.0,5.656854249492381,8.0,16.0
MA-7185-I-5,RIO PIRAPEMAS,7.0,ALCALINIDADE,2,19.5,19.5,4.949747468305833,16.0,23.0
MA-7185-I-5,RIO PIRAPEMAS,8.0,ALCALINIDADE,2,8.07,8.07,11.214713549618644,0.14,16.0
MA-7185-I-5,RIO PIRAPEMAS,9.0,ALCALINIDADE,2,31.0,31.0,9.899494936611665,24.0,38.0
MA-7185-I-5,RIO PIRAPEMAS,10.0,ALCALINIDADE,2,68.0,68.0,16.97056274847714,56.0,80.0
MA-7185-I-6,RIO ITAPECURU,7.0,ALCALINIDADE,2,16.5,16.5,0.7071067811865476,16.0,17.0
MA-7185-I-6,RIO ITAPECURU,8.0,ALCALINIDADE,2,18.09,18.09,25.328564902102134,0.18,36.0
MA-7185-I-6,RIO ITAPECURU,9.0,ALCALINIDADE,2,26.0,26.0,2.8284271247461903,24.0,28.0
MA-7185-I-6,RIO ITAPECURU,10.0,ALCALINIDADE,2,40.0,40.0,31.11269837220809,18.0,62.0
MA-7185-I-7,RIO ITAPECURU,6.0,ALCALINIDADE,2,11.0,11.0,1.4142135623730951,10.0,12.0
MA-7185-I-7,RIO ITAPECURU,7.0,ALCALINIDADE,2,19.0,19.0,1.4142135623730951,18.0,20.0
MA-7185-I-7,RIO ITAPECURU,8.0,ALCALINIDADE,2,11.09,11.09,15.429069965490468,0.18,22.0
MA-7185-I-7,RIO ITAPECURU,9.0,ALCALINIDADE,1,52.0,52.0,,52.0,52.0
MA-7185-I-7,RIO ITAPECURU,10.0,ALCALINIDADE,2,31.0,31.0,1.4142135623730951,30.0,32.0
MA-7185-I-8,RIO ITAPECURU,5.0,ALCALINIDADE,2,6.0,6.0,0.0,6.0,6.0
MA-7185-I-8,RIO ITAPECURU,6.0,ALCALINIDADE,2,10.0,10.0,2.8284271247461903,8.0,12.0
MA-7185-I-8,RIO ITAPECURU,7.0,ALCALINIDADE,2,27.0,27.0,7.0710678118654755,22.0,32.0
MA-7185-I-8,RIO ITAPECURU,8.0,ALCALINIDADE,2,22.09,22.09,30.985419151594513,0.18,44.0
MA-7185-I-8,RIO ITAPECURU,9.0,ALCALINIDADE,2,28.0,28.0,5.656854249492381,24.0,32.0
MA-7185-I-8,RIO ITAPECURU,10.0,ALCALINIDADE,2,32.0,32.0,5.656854249492381,28.0,36.0
MA-7185-I-9,RIO ITAPECURU,5.0,ALCALINIDADE,2,11.2,11.2,4.525483399593905,8.0,14.4
MA-7185-I-9,RIO ITAPECURU,6.0,ALCALINIDADE,2,13.0,13.0,1.4142135623730951,12.0,14.0
MA-7187-I-11,RIO ITAPECURU,10.0,ALCALINIDADE,1,24.0,24.0,,24.0,24.0
MA-7187-I-2,RIO ITAPECURU,10.0,ALCALINIDADE,1,10.0,10.0,,10.0,10.0
MA-7187-I-4,RIO ALPERCATAS,10.0,ALCALINIDADE,1,18.0,18.0,,18.0,18.0
MA-7189-I-4,RIO ITAPECURU,10.0,ALCALINIDADE,1,12.0,12.0,,12.0,12.0
MA-7191-IE-4,RIO ITAPECURU,5.0,ALCALINIDADE,2,16.5,16.5,16.263455967290593,5.0,28.0
MA-7191-IE-4,RIO ITAPECURU,6.0,ALCALINIDADE,1,18.0,18.0,,18.0,18.0
MA-7191-IE-4,RIO ITAPECURU,7.0,ALCALINIDADE,2,23.0,23.0,12.727922061357855,14.0,32.0
MA-7191-IE-4,RIO ITAPECURU,8.0,ALCALINIDADE,2,40.0,40.0,11.313708498984761,32.0,48.0
MA-7191-IE-4,RIO ITAPECURU,9.0,ALCALINIDADE,2,56.0,56.0,11.313708498984761,48.0,64.0
MA-7191-IE-4,RIO ITAPECURU,10.0,ALCALINIDADE,2,33.0,33.0,15.556349186104045,22.0,44.0
MA-7199-I-1,RIO ITAPECURU,10.0,ALCALINIDADE,1,8.0,8.0,,8.0,8.0
MA-7164-I-19,RIO ITAPECURU,6.0,TRANSPARENCIA_AGUA,1,0.2,0.2,,0.2,0.2
MA-7164-I-19,RIO ITAPECURU,7.0,TRANSPARENCIA_AGUA,2,0.225,0.225,0.03535533905932737,0.2,0.25
MA-7164-I-19,RIO ITAPECURU,8.0,TRANSPARENCIA_AGUA,2,0.325,0.325,0.24748737341529164,0.15,0.5
MA-7164-I-19,RIO ITAPECURU,9.0,TRANSPARENCIA_AGUA,2,0.25,0.25,0.21213203435596428,0.1,0.4
MA-7164-I-19,RIO ITAPECURU,10.0,TRANSPARENCIA_AGUA,2,0.3,0.3,0.0,0.3,0.3
MA-7181-I-1,RIO ITAPECURU,5.0,TRANSPARENCIA_AGUA,2,0.6,0.6,0.14142135623730948,0.5,0.7
MA-7181-I-1,RIO ITAPECURU,6.0,TRANSPARENCIA_AGUA,1,0.2,0.2,,0.2,0.2
MA-7181-I-1,RIO ITAPECURU,7.0,TRANSPARENCIA_AGUA,2,0.25,0.25,0.07071067811865474,0.2,0.3
MA-7181-I-1,RIO ITAPECURU,8.0,TRANSPARENCIA_AGUA,2,0.325,0.325,0.24748737341529164,0.15,0.5
MA-7181-I-1,RIO ITAPECURU,9.0,TRANSPARENCIA_AGUA,2,0.22499999999999998,0.22499999999999998,0.10606601717798214,0.15,0.3
MA-7181-I-1,RIO ITAPECURU,10.0,TRANSPARENCIA_AGUA,2,0.3,0.3,0.0,0.3,0.3
MA-7181-I-2,RIO ITAPECURU,5.0,TRANSPARENCIA_AGUA,2,0.6000000000000001,0.6000000000000001,0.28284271247461906,0.4,0.8
MA-7181-I-2,RIO ITAPECURU,6.0,TRANSPARENCIA_AGUA,1,0.0,0.0,,0.0,0.0
MA-7181-I-2,RIO ITAPECURU,7.0,TRANSPARENCIA_AGUA,1,0.3,0.3,,0.3,0.3
MA-7181-I-2,RIO ITAPECURU,8.0,TRANSPARENCIA_AGUA,2,0.47500000000000003,0.47500000000000003,0.45961940777125593,0.15,0.8
MA-7181-I-2,RIO ITAPECURU,9.0,TRANSPARENCIA_AGUA,2,0.375,0.375,0.31819805153394637,0.15,0.6
MA-7181-I-2,RIO ITAPECURU,10.0,TRANSPARENCIA_AGUA,2,0.3,0.3,0.0,0.3,0.3
MA-7181-I-3,RIO ITAPECURU,5.0,TRANSPARENCIA_AGUA,2,0.5,0.5,0.14142135623730948,0.4,0.6
MA-7181-I-3,RIO ITAPECURU,6.0,TRANSPARENCIA_AGUA,1,0.2,0.2,,0.2,0.2
MA-7181-I-3,RIO ITAPECURU,7.0,TRANSPARENCIA_AGUA,2,0.225,0.225,0.03535533905932737,0.2,0.25
MA-7181-I-3,RIO ITAPECURU,8.0,TRANSPARENCIA_AGUA,2,0.47500000000000003,0.47500000000000003,0.45961940777125593,0.15,0.8
MA-7181-I-3,RIO ITAPECURU,9.0,TRANSPARENCIA_AGUA,2,0.3,0.3,0.0,0.3,0.3
MA-7181-I-3,RIO ITAPECURU,10.0,TRANSPARENCIA_AGUA,2,0.3,0.3,0.0,0.3,0.3
MA-7181-I-4,RIO ITAPECURU,5.0,TRANSPARENCIA_AGUA,2,0.575,0.575,0.6010407640085653,0.15,1.0
MA-7181-I-4,RIO ITAPECURU,6.0,TRANSPARENCIA_AGUA,1,0.2,0.2,,0.2,0.2
MA-7181-I-4,RIO ITAPECURU,7.0,TRANSPARENCIA_AGUA,2,0.65,0.65,0.21213203435596428,0.5,0.8
MA-7181-I-4,RIO ITAPECURU,8.0,TRANSPARENCIA_AGUA,1,0.5,0.5,,0.5,0.5
MA-7181-I-4,RIO ITAPECURU,9.0,TRANSPARENCIA_AGUA,2,0.42500000000000004,0.42500000000000004,0.03535533905932739,0.4,0.45
MA-7181-I-4,RIO ITAPECURU,10.0,TRANSPARENCIA_AGUA,2,0.3,0.3,0.0,0.3,0.3
MA-7182-I-2,RIO PERITORO,5.0,TRANSPARENCIA_AGUA,2,0.7,0.7,0.1414213562373096,0.6,0.8
MA-7182-I-2,RIO PERITORO,6.0,TRANSPARENCIA_AGUA,2,0.5,0.5,0.14142135623730948,0.4,0.6
MA-7182-I-2,RIO PERITORO,7.0,TRANSPARENCIA_AGUA,2,0.4,0.4,0.28284271247461895,0.2,0.6
MA-7182-I-2,RIO PERITORO,8.0,TRANSPARENCIA_AGUA,1,0.1,0.1,,0.1,0.1
MA-7182-I-2,RIO PERITORO,9.0,TRANSPARENCIA_AGUA,2,0.175,0.175,0.0353553390593274,0.15,0.2
MA-7182-I-2,RIO PERITORO,10.0,TRANSPARENCIA_AGUA,2,0.2,0.2,0.14142135623730948,0.1,0.3
MA-7182-I-3,RIO PERITORO,5.0,TRANSPARENCIA_AGUA,1,0.35,0.35,,0.35,0.35
MA-7182-I-3,RIO PERITORO,6.0,TRANSPARENCIA_AGUA,2,0.2,0.2,0.0,0.2,0.2
MA-7182-I-3,RIO PERITORO,7.0,TRANSPARENCIA_AGUA,2,0.475,0.475,0.38890872965260115,0.2,0.75
MA-7182-I-3,RIO PERITORO,8.0,TRANSPARENCIA_AGUA,2,0.2,0.2,0.1414213562373095,0.1,0.3
MA-7182-I-3,RIO PERITORO,9.0,TRANSPARENCIA_AGUA,2,0.175,0.175,0.0353553390593274,0.15,0.2
MA-7182-I-3,RIO PERITORO,10.0,TRANSPARENCIA_AGUA,2,0.2,0.2,0.14142135623730948,0.1,0.3
MA-7183-I-3,RIO ITAPECURU,6.0,TRANSPARENCIA_AGUA,2,0.6,0.6,0.0,0.6,0.6
MA-7183-I-3,RIO ITAPECURU,7.0,TRANSPARENCIA_AGUA,2,0.35,0.35,0.07071067811865477,0.3,0.4
MA-7183-I-3,RIO ITAPECURU,8.0,TRANSPARENCIA_AGUA,2,0.325,0.325,0.24748737341529164,0.15,0.5
MA-7183-I-3,RIO ITAPECURU,9.0,TRANSPARENCIA_AGUA,1,0.3,0.3,,0.3,0.3
MA-7183-I-3,RIO ITAPECURU,10.0,TRANSPARENCIA_AGUA,2,0.35,0.35,0.3535533905932738,0.1,0.6
MA-7183-I-4,RIO ITAPECURU,5.0,TRANSPARENCIA_AGUA,2,0.5,0.5,0.0,0.5,0.5
MA-7183-I-4,RIO ITAPECURU,6.0,TRANSPARENCIA_AGUA,2,0.5,0.5,0.14142135623730948,0.4,0.6
MA-7183-I-4,RIO ITAPECURU,7.0,TRANSPARENCIA_AGUA,2,0.3,0.3,0.0,0.3,0.3
MA-7183-I-4,RIO ITAPECURU,8.0,TRANSPARENCIA_AGUA,2,0.3,0.3,0.282842712474619,0.1,0.5
MA-7183-I-4,RIO ITAPECURU,9.0,TRANSPARENCIA_AGUA,2,0.2,0.2,0.0,0.2,0.2
MA-7183-I-4,RIO ITAPECURU,10.0,TRANSPARENCIA_AGUA,2,0.275,0.275,0.24748737341529162,0.1,0.45
MA-7184-I-1,RIO CODOZINHO,7.0,TRANSPARENCIA_AGUA,2,0.65,0.65,0.49497474683058335,0.3,1.0
MA-7184-I-1,RIO CODOZINHO,8.0,TRANSPARENCIA_AGUA,1,0.25,0.25,,0.25,0.25
MA-7185-I-1,RIACHO PERITORO,6.0,TRANSPARENCIA_AGUA,2,0.4,0.4,0.0,0.4,0.4
MA-7185-I-1,RIACHO PERITORO,7.0,TRANSPARENCIA_AGUA,2,0.55,0.55,0.49497474683058323,0.2,0.9
MA-7185-I-1,RIACHO PERITORO,8.0,TRANSPARENCIA_AGUA,2,0.2,0.2,0.1414213562373095,0.1,0.3
MA-7185-I-1,RIACHO PERITORO,9.0,TRANSPARENCIA_AGUA,1,0.3,0.3,,0.3,0.3
MA-7185-I-1,RIACHO PERITORO,10.0,TRANSPARENCIA_AGUA,2,0.375,0.375,0.31819805153394637,0.15,0.6
MA-7185-I-10,RIO ITAPECURU,6.0,TRANSPARENCIA_AGUA,2,0.4,0.4,0.0,0.4,0.4
MA-7185-I-10,RIO ITAPECURU,7.0,TRANSPARENCIA_AGUA,2,0.3,0.3,0.0,0.3,0.3
MA-7185-I-10,RIO ITAPECURU,8.0,TRANSPARENCIA_AGUA,2,0.2,0.2,0.1414213562373095,0.1,0.3
MA-7185-I-10,RIO ITAPECURU,9.0,TRANSPARENCIA_AGUA,2,0.3,0.3,0.0,0.3,0.3
MA-7185-I-10,RIO ITAPECURU,10.0,TRANSPARENCIA_AGUA,1,0.1,0.1,,0.1,0.1
MA-7185-I-11,RIO ITAPECURU,5.0,TRANSPARENCIA_AGUA,2,0.35,0.35,0.21213203435596428,0.2,0.5
MA-7185-I-11,RIO ITAPECURU,6.0,TRANSPARENCIA_AGUA,2,0.5,0.5,0.14142135623730948,0.4,0.6
MA-7185-I-11,RIO ITAPECURU,7.0,TRANSPARENCIA_AGUA,2,0.3,0.3,0.0,0.3,0.3
MA-7185-I-11,RIO ITAPECURU,8.0,TRANSPARENCIA_AGUA,2,0.3,0.3,0.282842712474619,0.1,0.5
MA-7185-I-11,RIO ITAPECURU,9.0,TRANSPARENCIA_AGUA,2,0.35,0.35,0.0707106781186548,0.3,0.4
MA-7185-I-11,RIO ITAPECURU,10.0,TRANSPARENCIA_AGUA,2,0.25,0.25,0.07071067811865474,0.2,0.3
MA-7185-I-12,RIO ITAPECURU,5.0,TRANSPARENCIA_AGUA,2,0.5,0.5,0.42426406871192857,0.2,0.8
MA-7185-I-12,RIO ITAPECURU,6.0,TRANSPARENCIA_AGUA,2,0.4,0.4,0.0,0.4,0.4
MA-7185-I-12,RIO ITAPECURU,7.0,TRANSPARENCIA_AGUA,2,0.5,0.5,0.14142135623730948,0.4,0.6
MA-7185-I-12,RIO ITAPECURU,8.0,TRANSPARENCIA_AGUA,2,0.275,0.275,0.03535533905932739,0.25,0.3
MA-7185-I-12,RIO ITAPECURU,9.0,TRANSPARENCIA_AGUA,2,0.22499999999999998,0.22499999999999998,0.10606601717798214,0.15,0.3
MA-7185-I-12,RIO ITAPECURU,10.0,TRANSPARENCIA_AGUA,2,0.3,0.3,0.0,0.3,0.3
MA-7185-I-3,RIO TAPUIO,6.0,TRANSPARENCIA_AGUA,1,0.5,0.5,,0.5,0.5
MA-7185-I-3,RIO TAPUIO,8.0,TRANSPARENCIA_AGUA,1,0.1,0.1,,0.1,0.1
MA-7185-I-3,RIO TAPUIO,9.0,TRANSPARENCIA_AGUA,2,0.15,0.15,0.0,0.15,0.15
MA-7185-I-3,RIO TAPUIO,10.0,TRANSPARENCIA_AGUA,1,0.3,0.3,,0.3,0.3
MA-7185-I-5,RIO PIRAPEMAS,5.0,TRANSPARENCIA_AGUA,2,0.8,0.8,0.0,0.8,0.8
MA-7185-I-5,RIO PIRAPEMAS,6.0,TRANSPARENCIA_AGUA,2,0.8,0.8,0.0,0.8,0.8
MA-7185-I-5,RIO PIRAPEMAS,7.0,TRANSPARENCIA_AGUA,2,0.42500000000000004,0.42500000000000004,0.03535533905932735,0.4,0.45
MA-7185-I-5,RIO PIRAPEMAS,8.0,TRANSPARENCIA_AGUA,2,0.825,0.825,0.9545941546018392,0.15,1.5
MA-7185-I-5,RIO PIRAPEMAS,9.0,TRANSPARENCIA_AGUA,2,0.65,0.65,0.4949747468305833,0.3,1.0
MA-7185-I-5,RIO PIRAPEMAS,10.0,TRANSPARENCIA_AGUA,1,0.3,0.3,,0.3,0.3
MA-7185-I-6,RIO ITAPECURU,7.0,TRANSPARENCIA_AGUA,2,0.6000000000000001,0.6000000000000001,0.282842712474619,0.4,0.8
MA-7185-I-6,RIO ITAPECURU,8.0,TRANSPARENCIA_AGUA,2,0.3,0.3,0.0,0.3,0.3
MA-7185-I-6,RIO ITAPECURU,9.0,TRANSPARENCIA_AGUA,2,0.25,0.25,0.07071067811865474,0.2,0.3
MA-7185-I-6,RIO ITAPECURU,10.0,TRANSPARENCIA_AGUA,2,0.22499999999999998,0.22499999999999998,0.10606601717798214,0.15,0.3
MA-7185-I-7,RIO ITAPECURU,6.0,TRANSPARENCIA_AGUA,2,0.4,0.4,0.0,0.4,0.4
MA-7185-I-7,RIO ITAPECURU,7.0,TRANSPARENCIA_AGUA,2,0.25,0.25,0.07071067811865474,0.2,0.3
MA-7185-I-7,RIO ITAPECURU,8.0,TRANSPARENCIA_AGUA,2,0.275,0.275,0.24748737341529164,0.1,0.45
MA-7185-I-7,RIO ITAPECURU,10.0,TRANSPARENCIA_AGUA,2,0.6,0.6,0.0,0.6,0.6
MA-7185-I-8,RIO ITAPECURU,5.0,TRANSPARENCIA_AGUA,2,0.6,0.6,0.0,0.6,0.6
MA-7185-I-8,RIO ITAPECURU,6.0,TRANSPARENCIA_AGUA,2,0.6,0.6,0.0,0.6,0.6
MA-7185-I-8,RIO ITAPECURU,7.0,TRANSPARENCIA_AGUA,2,0.3,0.3,0.0,0.3,0.3
MA-7185-I-8,RIO ITAPECURU,8.0,TRANSPARENCIA_AGUA,1,0.3,0.3,,0.3,0.3
MA-7185-I-8,RIO ITAPECURU,9.0,TRANSPARENCIA_AGUA,2,0.375,0.375,0.31819805153394637,0.15,0.6
MA-7185-I-8,RIO ITAPECURU,10.0,TRANSPARENCIA_AGUA,2,0.375,0.375,0.31819805153394637,0.15,0.6
MA-7185-I-9,RIO ITAPECURU,5.0,TRANSPARENCIA_AGUA,2,0.30000000000000004,0.30000000000000004,0.14142135623730953,0.2,0.4
MA-7185-I-9,RIO ITAPECURU,6.0,TRANSPARENCIA_AGUA,2,0.30000000000000004,0.30000000000000004,0.1414213562373095,0.2,0.4
MA-7187-I-11,RIO ITAPECURU,10.0,TRANSPARENCIA_AGUA,1,0.3,0.3,,0.3,0.3
MA-7187-I-2,RIO ITAPECURU,10.0,TRANSPARENCIA_AGUA,1,0.3,0.3,,0.3,0.3
MA-7187-I-4,RIO ALPERCATAS,10.0,TRANSPARENCIA_AGUA,1,0.6,0.6,,0.6,0.6
MA-7189-I-4,RIO ITAPECURU,10.0,TRANSPARENCIA_AGUA,1,0.3,0.3,,0.3,0.3
MA-7191-IE-4,RIO ITAPECURU,5.0,TRANSPARENCIA_AGUA,2,0.2,0.2,0.0,0.2,0.2
MA-7191-IE-4,RIO ITAPECURU,6.0,TRANSPARENCIA_AGUA,1,0.2,0.2,,0.2,0.2
MA-7191-IE-4,RIO ITAPECURU,7.0,TRANSPARENCIA_AGUA,2,0.2,0.2,0.0,0.2,0.2
MA-7191-IE-4,RIO ITAPECURU,8.0,TRANSPARENCIA_AGUA,2,0.35,0.35,0.21213203435596423,0.2,0.5
MA-7191-IE-4,RIO ITAPECURU,9.0,TRANSPARENCIA_AGUA,2,0.22499999999999998,0.22499999999999998,0.10606601717798211,0.15,0.3
MA-7191-IE-4,RIO ITAPECURU,10.0,TRANSPARENCIA_AGUA,2,0.3,0.3,0.0,0.3,0.3
MA-7199-I-1,RIO ITAPECURU,10.0,TRANSPARENCIA_AGUA,1,0.6,0.6,,0.6,0.6
MA-7164-I-19,RIO ITAPECURU,6.0,SOLIDOS_DISSOLVIDOS,1,360.0,360.0,,360.0,360.0
MA-7164-I-19,RIO ITAPECURU,7.0,SOLIDOS_DISSOLVIDOS,2,150.0,150.0,127.27922061357856,60.0,240.0
MA-7164-I-19,RIO ITAPECURU,8.0,SOLIDOS_DISSOLVIDOS,2,70.0,70.0,42.42640687119285,40.0,100.0
MA-7164-I-19,RIO ITAPECURU,9.0,SOLIDOS_DISSOLVIDOS,2,900.0,900.0,1074.8023074035523,140.0,1660.0
MA-7164-I-19,RIO ITAPECURU,10.0,SOLIDOS_DISSOLVIDOS,2,59.43000000000001,59.43000000000001,8.046875169902915,53.74,65.12
MA-7181-I-1,RIO ITAPECURU,5.0,SOLIDOS_DISSOLVIDOS,1,89940.0,89940.0,,89940.0,89940.0
MA-7181-I-1,RIO ITAPECURU,6.0,SOLIDOS_DISSOLVIDOS,1,140.0,140.0,,140.0,140.0
MA-7181-I-1,RIO ITAPECURU,7.0,SOLIDOS_DISSOLVIDOS,2,50.370000000000005,50.370000000000005,14.665394641808994,40.0,60.74
MA-7181-I-1,RIO ITAPECURU,8.0,SOLIDOS_DISSOLVIDOS,2,210.0,210.0,268.70057685088807,20.0,400.0
MA-7181-I-1,RIO ITAPECURU,9.0,SOLIDOS_DISSOLVIDOS,2,200.0,200.0,197.9898987322333,60.0,340.0
MA-7181-I-1,RIO ITAPECURU,10.0,SOLIDOS_DISSOLVIDOS,2,58.33,58.33,6.222539674441617,53.93,62.73
MA-7181-I-2,RIO ITAPECURU,5.0,SOLIDOS_DISSOLVIDOS,1,180.0,180.0,,180.0,180.0
MA-7181-I-2,RIO ITAPECURU,6.0,SOLIDOS_DISSOLVIDOS,1,320.0,320.0,,320.0,320.0
MA-7181-I-2,RIO ITAPECURU,7.0,SOLIDOS_DISSOLVIDOS,2,49.685,49.685,13.696658351583421,40.0,59.37
MA-7181-I-2,RIO ITAPECURU,8.0,SOLIDOS_DISSOLVIDOS,2,1180.0,1180.0,1612.2034611053284,40.0,2320.0
MA-7181-I-2,RIO ITAPECURU,9.0,SOLIDOS_DISSOLVIDOS,2,10900.0,10900.0,14368.409793710645,740.0,21060.0
MA-7181-I-2,RIO ITAPECURU,10.0,SOLIDOS_DISSOLVIDOS,2,58.995,58.995,0.12020815280171429,58.91,59.08
MA-7181-I-3,RIO ITAPECURU,5.0,SOLIDOS_DISSOLVIDOS,1,96060.0,96060.0,,96060.0,96060.0
